AMU9	ng2	L7	/zstor/2016-tiger-wgs/fastq-data/novogene-170118	AMU9_ng2_L7_R1.fq.gz	AMU9_ng2_L7_R2.fq.gz
AMU9	ng2	L8	/zstor/2016-tiger-wgs/fastq-data/novogene-170118	AMU9_ng2_L8_R1.fq.gz	AMU9_ng2_L8_R2.fq.gz
AMU12	ng2	L1	/zstor/2016-tiger-wgs/fastq-data/novogene-170118	AMU12_ng2_L1_R1.fq.gz	AMU12_ng2_L1_R2.fq.gz
